match_id,period,player_id,player_name,player_position,team_shortname,x_start,y_start,x_end,y_end,start_zone,end_zone,game_state,targeted,received,tiro_desde_centro,gol_desde_centro,desmarque_ruptura_con_opcion_pase
2047793,1,35564,G. Rojas,LB,Racing Club,-7.64,4.69,1.97,7.02,8,13,drawing,False,False,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,16.02,9.87,16.18,10.01,13,13,drawing,True,True,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,23.25,0.22,29.99,8.86,13,18,drawing,False,False,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,14.05,-11.78,17.1,-9.57,14,14,drawing,False,False,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,19.16,12.9,26.7,15.0,13,12,drawing,False,False,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,19.71,-24.41,19.71,-24.41,15,15,drawing,False,False,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,23.12,-5.71,23.12,-5.71,14,14,drawing,False,False,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,28.59,-23.62,28.59,-23.62,20,20,drawing,False,False,0,0,0
2047793,1,4110,G. Carrillo,CF,Estudiantes,8.97,-3.88,8.98,-4.21,14,14,drawing,True,True,0,0,0
2047793,1,25949,E. Cetré,LW,Estudiantes,11.59,23.67,11.14,24.43,12,12,drawing,False,False,0,0,0
2047793,1,34536,L. González Pírez,LCB,Estudiantes,-17.97,4.25,-18.85,5.62,8,8,drawing,True,True,0,0,0
2047793,1,3406,F. Muslera,GK,Estudiantes,-40.37,0.99,-40.4,0.85,3,3,drawing,True,True,0,0,0
2047793,1,131530,S. Núñez,RCB,Estudiantes,-19.68,-5.26,-19.92,-5.36,9,9,drawing,False,False,0,0,0
2047793,1,131530,S. Núñez,RCB,Estudiantes,-25.86,-9.59,-30.13,-12.1,4,4,drawing,True,True,0,0,0
2047793,1,34536,L. González Pírez,LCB,Estudiantes,-29.62,13.28,-30.8,13.32,2,2,drawing,False,False,0,0,0
