match_id,period,player_name,player_targeted_name,player_position,player_targeted_position,team_shortname,x_start,y_start,start_zone,x_end,y_end,end_zone,game_state,pase_completado,pase_peligroso,pase_primera,pase_cabeza,pase_alto,pase_corto,pase_medio,pase_largo,pase_adelante,pase_atras,pase_lados,pase_dificil,pase_rompe_primera_linea,pase_rompe_segunda_linea,pase_rompe_ultima_linea,pase_area,packing,player_targeted_xthreat,player_targeted_xpass_completion
2047793,1,R. Gómez,T. Palacios,RB,RW,Estudiantes,-29.92,-28.91,5,-29.92,-28.91,5,drawing,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,,
2047793,1,A. García Basso,S. Sosa,LCB,DM,Racing Club,1.14,30.06,11,0.01,30.43,6,drawing,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,0.0006,0.9996
2047793,1,S. Sosa,N. Colombo,DM,RCB,Racing Club,-7.26,17.92,7,-9.1,15.78,7,drawing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0,0.0001,0.9991
2047793,1,N. Colombo,F. Mura,RCB,RB,Racing Club,-9.6,-15.58,9,-8.1,-16.36,9,drawing,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,-0.0,0.0219,0.4723
2047793,1,F. Muslera,C. Medina,GK,LM,Estudiantes,-48.84,4.09,3,-34.27,7.02,3,drawing,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-3.0,0.0064,0.4461
2047793,1,E. Piovi,S. Arzamendia,DM,LB,Estudiantes,6.31,5.18,13,6.09,7.91,13,drawing,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.001,0.9957
2047793,1,S. Arzamendia,G. Carrillo,LB,CF,Estudiantes,-2.57,24.88,7,-3.13,25.74,7,drawing,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-1.0,0.0137,0.4349
2047793,1,F. Cambeses,N. Colombo,GK,RCB,Racing Club,-46.17,-17.95,4,-46.85,-18.48,4,drawing,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,0.0,0.9896
2047793,1,N. Colombo,A. García Basso,RCB,LCB,Racing Club,-45.35,-23.33,5,-26.15,-15.49,4,drawing,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0,0.0,0.998
2047793,1,A. García Basso,F. Cambeses,LCB,GK,Racing Club,-27.37,16.96,2,-27.37,16.96,2,drawing,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.0,0.0,0.999
