match_id,period,player_id,player_name,player_position,team_shortname,x_start,y_start,x_end,y_end,start_zone,end_zone,game_state,ruptura_sin_opcion,intento_pared,desmarque_dentro_fuera,desmarque_fuera_dentro,desmarque_por_delante,desmarque_profundidad,desmarque_profundidad_completado,desmarque_profundidad_centro,desmarque_profundidad_centro_completado,desmarque_profundidad_fuera,desmarque_profundidad_fuera_completado
2047793,1,528888,S. Solari,RF,Racing Club,41.81,-1.18,43.92,-3.61,18,19,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,13.65,-22.16,22.13,-23.53,15,15,drawing,0,0,0,0,0,1,0,0,0,1,0
2047793,1,4110,G. Carrillo,CF,Estudiantes,8.28,-18.02,37.19,-20.21,14,20,drawing,0,0,1,0,0,1,1,0,0,1,1
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,26.47,-5.65,36.86,-1.49,14,18,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,32.39,-11.59,34.3,-20.47,19,20,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,-29.96,27.33,-24.6,30.81,2,6,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,-19.58,-14.44,-22.97,-19.23,9,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,12.66,11.64,7.22,-12.84,13,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,11.6,-31.84,7.58,-32.48,15,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28615,E. Piovi,DM,Estudiantes,5.83,5.0,2.34,-17.41,13,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,812900,R. Gómez,RB,Estudiantes,21.46,-16.46,21.68,-24.13,14,15,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,7.12,-22.26,8.72,-12.32,15,14,drawing,0,0,0,1,1,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,9.6,-3.86,11.94,4.68,14,13,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,-0.02,12.4,2.63,21.61,8,12,drawing,0,1,0,1,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,2.77,22.07,11.64,25.16,12,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,11.76,-28.66,9.52,-23.88,15,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28677,N. Colombo,RCB,Racing Club,-14.33,3.77,-19.24,-1.45,8,8,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28677,N. Colombo,RCB,Racing Club,-20.55,-2.98,-23.64,-15.09,8,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,-6.23,5.18,1.97,7.02,8,13,drawing,0,0,0,1,0,0,0,0,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,22.21,-8.36,29.22,8.83,14,18,drawing,1,0,1,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,2.54,7.14,31.84,16.32,13,17,drawing,1,0,1,0,0,1,0,1,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,20.17,-24.32,33.75,-22.1,15,20,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,131530,S. Núñez,RCB,Estudiantes,-22.62,-7.01,-29.4,-11.78,9,4,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36728,S. Sosa,DM,Racing Club,-3.58,16.46,-9.12,12.83,7,8,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,18.76,-13.93,25.1,-15.56,14,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,10.88,-9.72,14.15,-13.33,14,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,17.87,-24.85,24.45,-24.07,15,15,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,25949,E. Cetré,LW,Estudiantes,5.97,28.76,39.24,19.33,12,17,drawing,0,0,0,0,0,1,1,1,1,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,-0.04,-9.18,23.12,-9.67,9,14,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,27.49,18.56,34.8,16.23,17,17,drawing,0,1,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,23.82,-9.65,41.64,-6.65,14,19,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,-3.41,24.82,1.83,28.04,7,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28747,E. Almendra,LM,Racing Club,-10.45,7.78,1.78,12.78,8,13,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,-19.56,13.62,38.14,25.21,7,17,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,-3.13,-13.6,41.25,0.98,9,18,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,28615,E. Piovi,DM,Estudiantes,-21.8,-2.88,-23.75,-5.29,8,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-2.14,-19.19,4.1,-20.24,9,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,13.14,-17.93,21.35,-26.53,14,15,drawing,1,0,0,0,0,1,1,0,0,1,1
2047793,1,4110,G. Carrillo,CF,Estudiantes,17.66,-12.98,42.07,-0.61,14,18,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,25949,E. Cetré,LW,Estudiantes,19.46,25.4,43.01,8.56,12,18,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,14.43,-28.67,17.76,-29.21,15,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,14.09,0.76,42.98,-4.92,13,19,drawing,0,0,1,0,0,1,0,1,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,11.36,-34.98,26.12,-30.62,15,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,20.97,-4.68,27.49,-16.38,14,19,drawing,1,0,0,0,0,1,0,1,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,14.95,-14.13,20.53,-16.18,14,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,812900,R. Gómez,RB,Estudiantes,-21.18,-12.49,-13.01,-31.06,9,10,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,-10.67,-12.01,-4.94,-19.32,9,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-7.44,2.13,3.4,-12.91,8,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,812900,R. Gómez,RB,Estudiantes,-12.56,-31.36,33.51,-27.2,10,20,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,6.35,-34.32,-2.21,-33.45,15,10,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,-14.78,1.58,-10.98,13.99,8,7,drawing,0,1,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,-4.26,-21.85,5.7,-15.18,10,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,4.91,-16.1,9.72,-15.66,14,14,drawing,0,1,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,3.67,-30.55,3.46,-23.71,15,15,drawing,0,0,0,1,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,14.49,-4.18,36.66,4.75,14,18,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,23.8,7.73,42.77,-3.78,13,19,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-13.99,-33.42,-5.72,-31.69,10,10,drawing,0,1,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,9.65,4.65,12.52,0.3,13,13,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,21.63,5.16,25.46,13.52,13,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,34.63,7.14,37.54,6.28,18,18,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,19.69,-2.95,31.67,2.28,13,18,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,17.37,-19.61,31.11,-12.68,15,19,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,35.44,29.03,40.17,29.06,17,17,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,27.79,-3.58,37.98,1.04,19,18,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,15.2,-15.74,24.95,-28.46,14,15,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,21.84,-29.46,22.5,-26.51,15,15,drawing,0,1,0,0,0,0,0,0,0,0,0
2047793,1,28615,E. Piovi,DM,Estudiantes,-25.47,9.03,-22.53,3.98,3,8,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,25.33,10.75,21.88,26.64,13,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,9.09,26.08,16.83,31.46,12,11,drawing,0,1,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,17.28,31.67,21.18,32.81,11,11,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,-8.62,-19.4,-0.25,-21.15,10,10,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,-3.1,-30.2,6.15,-32.45,10,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,20.27,-17.15,24.34,-19.24,14,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36728,S. Sosa,DM,Racing Club,-4.63,10.64,-10.57,11.29,8,8,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,13.2,-21.1,8.26,-19.12,15,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,13.76,-29.93,17.42,-27.65,15,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-1.31,11.12,20.71,-2.83,8,13,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,28.6,-16.07,36.59,-13.42,19,19,drawing,0,0,0,0,0,1,1,1,1,0,0
2047793,1,28615,E. Piovi,DM,Estudiantes,-16.49,-3.95,-10.5,-10.94,9,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,-18.58,2.54,-26.29,9.13,8,3,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-1.62,13.76,-11.75,19.47,7,7,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,38610,S. Arzamendia,LB,Estudiantes,-22.9,30.66,-16.02,29.2,6,7,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,22.31,-18.5,28.43,-19.82,14,20,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,528888,S. Solari,RF,Racing Club,23.51,-34.42,27.6,-33.73,15,20,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,3.67,10.2,7.15,14.86,13,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,31.6,12.72,32.22,26.28,18,17,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,25.3,-5.42,31.6,3.32,14,18,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,7.63,15.3,36.79,20.75,12,17,drawing,0,0,0,1,0,0,0,0,0,0,0
2047793,1,28677,N. Colombo,RCB,Racing Club,3.21,-0.65,0.3,-1.31,13,8,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,14.81,-10.34,21.73,-30.73,14,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,123094,A. García Basso,LCB,Racing Club,1.87,28.15,-5.15,24.48,12,7,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36728,S. Sosa,DM,Racing Club,5.61,-2.13,2.0,-8.22,13,14,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,131530,S. Núñez,RCB,Estudiantes,-32.63,-17.05,-35.81,-22.24,4,5,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,812900,R. Gómez,RB,Estudiantes,-9.31,-27.41,-5.63,-26.2,10,10,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,3.8,11.06,29.67,-1.88,13,18,drawing,1,0,0,0,0,1,0,1,0,0,0
2047793,1,4110,G. Carrillo,CF,Estudiantes,11.07,-7.85,35.13,-11.18,14,19,drawing,1,0,1,0,0,1,1,1,1,0,0
2047793,1,528888,S. Solari,RF,Racing Club,23.42,15.64,33.08,15.39,12,17,drawing,1,0,1,0,0,1,0,1,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,27.3,27.83,24.08,29.18,12,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,28.09,24.56,35.28,17.74,17,17,drawing,1,0,0,0,0,1,0,1,0,0,0
2047793,1,38142,A. Martínez,CF,Racing Club,25.03,6.98,36.22,1.3,13,18,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,22.16,23.7,48.23,25.24,12,17,drawing,0,0,0,0,1,1,1,0,0,1,1
2047793,1,38142,A. Martínez,CF,Racing Club,36.73,1.27,44.49,4.51,18,18,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,25949,E. Cetré,LW,Estudiantes,-43.46,-4.02,-0.59,-27.54,4,10,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,-41.43,-7.58,-5.75,-12.74,4,9,drawing,0,0,0,0,1,0,0,0,0,0,0
2047793,1,4110,G. Carrillo,CF,Estudiantes,-26.14,-4.2,-11.24,-4.5,4,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-0.54,1.88,28.39,10.75,8,18,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,25949,E. Cetré,LW,Estudiantes,0.04,-27.82,31.01,-10.03,10,19,drawing,1,0,0,0,0,1,0,1,0,0,0
2047793,1,4110,G. Carrillo,CF,Estudiantes,-10.79,-4.54,24.47,3.08,9,13,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,-8.51,-25.49,16.92,-17.0,10,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,23.22,-8.33,35.43,0.27,14,18,drawing,0,1,0,0,0,1,0,1,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,41.8,10.61,37.26,22.34,18,17,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,10.81,3.51,24.97,-11.65,13,14,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,24.99,-30.22,38.25,-26.38,15,20,drawing,0,0,0,0,0,1,1,0,0,1,1
2047793,1,58765,T. Palacios,RW,Estudiantes,-32.1,-2.72,-6.91,-24.79,3,10,drawing,0,0,1,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-41.25,9.22,-35.15,10.68,3,3,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,-41.44,6.81,8.19,26.45,3,12,drawing,0,0,1,0,0,1,1,0,0,1,1
2047793,1,38610,S. Arzamendia,LB,Estudiantes,-29.2,18.37,-7.14,26.99,2,7,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28615,E. Piovi,DM,Estudiantes,5.92,9.88,7.92,19.58,13,12,drawing,0,1,0,0,0,0,0,0,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,28.54,20.88,26.2,26.17,17,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,30.23,32.31,47.51,26.43,16,17,drawing,0,1,0,0,0,1,1,0,0,1,1
2047793,1,38142,A. Martínez,CF,Racing Club,37.91,8.74,44.74,7.11,18,18,drawing,0,0,0,0,0,1,0,1,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,21.34,-4.23,34.39,-3.7,14,19,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35671,D. Vergara,LF,Racing Club,6.54,44.46,14.04,26.88,11,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,25949,E. Cetré,LW,Estudiantes,-1.27,31.26,13.12,32.87,6,11,drawing,0,0,0,0,1,1,1,0,0,1,1
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-12.51,4.04,-2.89,4.24,8,8,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,58765,T. Palacios,RW,Estudiantes,4.75,-5.46,39.64,0.84,14,18,drawing,0,0,1,0,0,1,0,1,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,-2.27,4.23,39.85,5.86,8,18,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,36739,C. Medina,LM,Estudiantes,2.42,23.75,29.15,17.35,12,17,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28755,F. Mura,RB,Racing Club,-31.83,-15.68,-25.23,-21.83,4,10,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,-4.37,-9.56,-0.28,-7.74,9,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,28747,E. Almendra,LM,Racing Club,-15.18,-1.18,-4.41,3.82,8,8,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,26252,J. Nardoni,RM,Racing Club,0.12,-7.51,11.38,2.91,9,13,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,35564,G. Rojas,LB,Racing Club,-17.33,9.01,0.31,18.76,8,7,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,812900,R. Gómez,RB,Estudiantes,2.23,-32.61,24.31,-31.31,15,15,drawing,0,0,0,0,0,1,1,0,0,1,1
2047793,1,58765,T. Palacios,RW,Estudiantes,8.77,-22.18,27.33,-24.47,15,15,drawing,0,0,0,0,0,1,1,0,0,1,1
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,6.66,-19.11,15.99,-25.28,14,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,812900,R. Gómez,RB,Estudiantes,31.25,-29.89,34.11,-19.85,20,20,drawing,0,1,0,0,0,1,0,1,0,0,0
2047793,1,38610,S. Arzamendia,LB,Estudiantes,8.58,16.63,24.87,25.86,12,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,38610,S. Arzamendia,LB,Estudiantes,17.84,25.56,12.48,28.56,12,12,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,131530,S. Núñez,RCB,Estudiantes,-13.38,-9.27,-17.01,-10.74,9,9,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,812900,R. Gómez,RB,Estudiantes,11.7,-29.56,16.5,-26.58,15,15,drawing,0,0,0,0,0,0,0,0,0,0,0
2047793,1,13084,S. Ascacíbar,RM,Estudiantes,9.41,16.99,22.6,10.79,12,13,drawing,0,0,0,0,1,1,1,1,1,0,0
